sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,conceptId,comment
372-Diagnostic Tests-Scoring test result-MENTOR.,372-Diagnostic Tests-Scoring test result-MENTOR.,1,,0.35107696056365967,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PHQ09,372-Diagnostic Tests-Scoring test result-PHQ09,2,,0.2968878746032715,APPROVED,0,
372-Diagnostic Tests-Scoring test result-TEST SCORE,372-Diagnostic Tests-Scoring test result-TEST SCORE,12,,0.3615477681159973,APPROVED,0,
372-Diagnostic Tests-Scoring test result-AUDIT RISK TO,372-Diagnostic Tests-Scoring test result-AUDIT RISK TO,1,,0.32271692156791687,APPROVED,0,
372-Diagnostic Tests-Scoring test result-I-PSS LEAFLET,372-Diagnostic Tests-Scoring test result-I-PSS LEAFLET,1,,0.3065341114997864,APPROVED,0,
372-Diagnostic Tests-Scoring test result-JBT,372-Diagnostic Tests-Scoring test result-JBT,2,,0.32201626896858215,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.063,372-Diagnostic Tests-Scoring test result-0.063,12,,0.34666723012924194,APPROVED,0,
372-Diagnostic Tests-Scoring test result-AKSKED PT,372-Diagnostic Tests-Scoring test result-AKSKED PT,1,,0.30957990884780884,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.036,372-Diagnostic Tests-Scoring test result-0.036,12,,0.35120153427124023,APPROVED,0,
372-Diagnostic Tests-Scoring test result-SCORE CARD,372-Diagnostic Tests-Scoring test result-SCORE CARD,1,,0.368588924407959,APPROVED,0,
372-Diagnostic Tests-Scoring test result-FRAMINIGHAM,372-Diagnostic Tests-Scoring test result-FRAMINIGHAM,2,,0.3376321494579315,APPROVED,0,
372-Diagnostic Tests-Scoring test result-MMSA,372-Diagnostic Tests-Scoring test result-MMSA,1,,0.347245454788208,APPROVED,0,
372-Diagnostic Tests-Scoring test result-FIB4 SCORE,372-Diagnostic Tests-Scoring test result-FIB4 SCORE,1,,0.30744674801826477,APPROVED,0,
372-Diagnostic Tests-Scoring test result-FRAMIGHAM,372-Diagnostic Tests-Scoring test result-FRAMIGHAM,12,,0.33864426612854004,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.027,372-Diagnostic Tests-Scoring test result-0.027,1,,0.35156553983688354,APPROVED,0,
372-Diagnostic Tests-Scoring test result-FRAMMINTON,372-Diagnostic Tests-Scoring test result-FRAMMINTON,2,,0.34265798330307007,APPROVED,0,
372-Diagnostic Tests-Scoring test result-1.91,372-Diagnostic Tests-Scoring test result-1.91,1,,0.34654858708381653,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CHADS2VASC,372-Diagnostic Tests-Scoring test result-CHADS2VASC,12,,0.3456384241580963,APPROVED,0,
372-Diagnostic Tests-Scoring test result-14,372-Diagnostic Tests-Scoring test result-14,2,,0.37335360050201416,APPROVED,0,
372-Diagnostic Tests-Scoring test result-ADDENBROOK,372-Diagnostic Tests-Scoring test result-ADDENBROOK,1,,0.3403762876987457,APPROVED,0,
372-Diagnostic Tests-Scoring test result-NZ TABLES 5 Y,372-Diagnostic Tests-Scoring test result-NZ TABLES 5 Y,1,,0.30972984433174133,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QUESTIOANIRE,372-Diagnostic Tests-Scoring test result-QUESTIOANIRE,12,,0.32744163274765015,APPROVED,0,
372-Diagnostic Tests-Scoring test result-OUT OF 48,372-Diagnostic Tests-Scoring test result-OUT OF 48,2,,0.3374958038330078,APPROVED,0,
372-Diagnostic Tests-Scoring test result-AUDIT - SCORE,372-Diagnostic Tests-Scoring test result-AUDIT - SCORE,1,,0.32731345295906067,APPROVED,0,
372-Diagnostic Tests-Scoring test result-30DAY/42 YEAR,372-Diagnostic Tests-Scoring test result-30DAY/42 YEAR,1,,0.2627849876880646,APPROVED,0,
372-Diagnostic Tests-Scoring test result-OF 9,372-Diagnostic Tests-Scoring test result-OF 9,2,,0.36472636461257935,APPROVED,0,
372-Diagnostic Tests-Scoring test result-FOSTEIN,372-Diagnostic Tests-Scoring test result-FOSTEIN,1,,0.36401230096817017,APPROVED,0,
372-Diagnostic Tests-Scoring test result-4 SYMPTOMS,372-Diagnostic Tests-Scoring test result-4 SYMPTOMS,12,,0.36146506667137146,APPROVED,0,
372-Diagnostic Tests-Scoring test result-27/6/12,372-Diagnostic Tests-Scoring test result-27/6/12,1,,0.28086403012275696,APPROVED,0,
372-Diagnostic Tests-Scoring test result-14/12,372-Diagnostic Tests-Scoring test result-14/12,2,,0.3274673521518707,APPROVED,0,
372-Diagnostic Tests-Scoring test result-20;20,372-Diagnostic Tests-Scoring test result-20;20,12,,0.3084532916545868,APPROVED,0,
372-Diagnostic Tests-Scoring test result-12.3,372-Diagnostic Tests-Scoring test result-12.3,1,,0.3618946969509125,APPROVED,0,
372-Diagnostic Tests-Scoring test result->24 NORMAL,372-Diagnostic Tests-Scoring test result->24 NORMAL,1,,0.28917938470840454,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QRISK SCORE,372-Diagnostic Tests-Scoring test result-QRISK SCORE,2,,0.3605828881263733,APPROVED,0,
372-Diagnostic Tests-Scoring test result-WITH SYS BP,372-Diagnostic Tests-Scoring test result-WITH SYS BP,1,,0.3277297914028168,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CALCULATION %,372-Diagnostic Tests-Scoring test result-CALCULATION %,12,,0.3300422728061676,APPROVED,0,
372-Diagnostic Tests-Scoring test result-17.3,372-Diagnostic Tests-Scoring test result-17.3,2,,0.3512206971645355,APPROVED,0,
372-Diagnostic Tests-Scoring test result-4X1.5 AS FH,372-Diagnostic Tests-Scoring test result-4X1.5 AS FH,1,,0.28066423535346985,APPROVED,0,
"372-Diagnostic Tests-Scoring test result-1X3,1X2,2X1","372-Diagnostic Tests-Scoring test result-1X3,1X2,2X1",1,,0.23743799328804016,APPROVED,0,
372-Diagnostic Tests-Scoring test result-%CALCULATION,372-Diagnostic Tests-Scoring test result-%CALCULATION,12,,0.2782295346260071,APPROVED,0,
372-Diagnostic Tests-Scoring test result-5.00 NEG,372-Diagnostic Tests-Scoring test result-5.00 NEG,2,,0.33166569471359253,APPROVED,0,
372-Diagnostic Tests-Scoring test result-HODGSON,372-Diagnostic Tests-Scoring test result-HODGSON,1,,0.3316710591316223,APPROVED,0,
372-Diagnostic Tests-Scoring test result-AAUDIT-C,372-Diagnostic Tests-Scoring test result-AAUDIT-C,1,,0.3076781928539276,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.042,372-Diagnostic Tests-Scoring test result-0.042,12,,0.3484252989292145,APPROVED,0,
372-Diagnostic Tests-Scoring test result-ADUITC,372-Diagnostic Tests-Scoring test result-ADUITC,1,,0.3478953540325165,APPROVED,0,
372-Diagnostic Tests-Scoring test result-1 UNIT P/W,372-Diagnostic Tests-Scoring test result-1 UNIT P/W,2,,0.3067485988140106,APPROVED,0,
372-Diagnostic Tests-Scoring test result-VA BRIEF COG,372-Diagnostic Tests-Scoring test result-VA BRIEF COG,1,,0.32720115780830383,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CAGE,372-Diagnostic Tests-Scoring test result-CAGE,12,,0.3741310238838196,APPROVED,0,
372-Diagnostic Tests-Scoring test result-15/27.,372-Diagnostic Tests-Scoring test result-15/27.,1,,0.32144901156425476,APPROVED,0,
372-Diagnostic Tests-Scoring test result-SELF-ASSESS,372-Diagnostic Tests-Scoring test result-SELF-ASSESS,2,,0.40279826521873474,APPROVED,0,
372-Diagnostic Tests-Scoring test result-SCORE = 6.,372-Diagnostic Tests-Scoring test result-SCORE = 6.,1,,0.3276187479496002,APPROVED,0,
372-Diagnostic Tests-Scoring test result-ESTIMATED,372-Diagnostic Tests-Scoring test result-ESTIMATED,12,,0.3505679965019226,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QUEATINAIE,372-Diagnostic Tests-Scoring test result-QUEATINAIE,1,,0.31480181217193604,APPROVED,0,
372-Diagnostic Tests-Scoring test result-ADDENBROOKES,372-Diagnostic Tests-Scoring test result-ADDENBROOKES,2,,0.33287540078163147,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.051,372-Diagnostic Tests-Scoring test result-0.051,12,,0.35030364990234375,APPROVED,0,
372-Diagnostic Tests-Scoring test result-HAD ON SCREEN,372-Diagnostic Tests-Scoring test result-HAD ON SCREEN,1,,0.3470827639102936,APPROVED,0,
372-Diagnostic Tests-Scoring test result-40&,372-Diagnostic Tests-Scoring test result-40&,1,,0.3239133059978485,APPROVED,0,
372-Diagnostic Tests-Scoring test result-19/28,372-Diagnostic Tests-Scoring test result-19/28,2,,0.31840163469314575,APPROVED,0,
372-Diagnostic Tests-Scoring test result-43829,372-Diagnostic Tests-Scoring test result-43829,12,,0.3210428059101105,APPROVED,0,
372-Diagnostic Tests-Scoring test result-ICD-10,372-Diagnostic Tests-Scoring test result-ICD-10,1,,0.3214972913265228,APPROVED,0,
372-Diagnostic Tests-Scoring test result-20.2,372-Diagnostic Tests-Scoring test result-20.2,1,,0.36630627512931824,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CRP,372-Diagnostic Tests-Scoring test result-CRP,2,,0.36500582098960876,APPROVED,0,
372-Diagnostic Tests-Scoring test result-Q9,372-Diagnostic Tests-Scoring test result-Q9,1,,0.3350740671157837,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QUESTOINNAIRE,372-Diagnostic Tests-Scoring test result-QUESTOINNAIRE,12,,0.3207283318042755,APPROVED,0,
372-Diagnostic Tests-Scoring test result-BJHS,372-Diagnostic Tests-Scoring test result-BJHS,1,,0.30917489528656006,APPROVED,0,
372-Diagnostic Tests-Scoring test result-10X1.5,372-Diagnostic Tests-Scoring test result-10X1.5,2,,0.3269519805908203,APPROVED,0,
372-Diagnostic Tests-Scoring test result-Q1:2 Q4:4,372-Diagnostic Tests-Scoring test result-Q1:2 Q4:4,1,,0.24160191416740417,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CORE,372-Diagnostic Tests-Scoring test result-CORE,11,,0.38839027285575867,APPROVED,0,
372-Diagnostic Tests-Scoring test result-RMDQ,372-Diagnostic Tests-Scoring test result-RMDQ,1,,0.3126978576183319,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QUETION,372-Diagnostic Tests-Scoring test result-QUETION,2,,0.34551411867141724,APPROVED,0,
372-Diagnostic Tests-Scoring test result-2.8,372-Diagnostic Tests-Scoring test result-2.8,11,,0.3646855354309082,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PT FILLED,372-Diagnostic Tests-Scoring test result-PT FILLED,1,,0.3394702672958374,APPROVED,0,
372-Diagnostic Tests-Scoring test result-FRAC2,372-Diagnostic Tests-Scoring test result-FRAC2,1,,0.34850895404815674,APPROVED,0,
372-Diagnostic Tests-Scoring test result-6X1.5,372-Diagnostic Tests-Scoring test result-6X1.5,1,,0.3079405426979065,APPROVED,0,
372-Diagnostic Tests-Scoring test result-FRAM RISK,372-Diagnostic Tests-Scoring test result-FRAM RISK,11,,0.3439139425754547,APPROVED,0,
372-Diagnostic Tests-Scoring test result-BARTHEL INDEX,372-Diagnostic Tests-Scoring test result-BARTHEL INDEX,2,,0.37720534205436707,APPROVED,0,
372-Diagnostic Tests-Scoring test result-25.2,372-Diagnostic Tests-Scoring test result-25.2,1,,0.3561440110206604,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QRISK ESTIMAT,372-Diagnostic Tests-Scoring test result-QRISK ESTIMAT,1,,0.30173251032829285,APPROVED,0,
372-Diagnostic Tests-Scoring test result-UK ASTHMA,372-Diagnostic Tests-Scoring test result-UK ASTHMA,2,,0.31640347838401794,APPROVED,0,
372-Diagnostic Tests-Scoring test result-IN ROOM,372-Diagnostic Tests-Scoring test result-IN ROOM,1,,0.3638872802257538,APPROVED,0,
372-Diagnostic Tests-Scoring test result-FRACTURE RISK,372-Diagnostic Tests-Scoring test result-FRACTURE RISK,11,,0.3464019000530243,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QRSIK 2,372-Diagnostic Tests-Scoring test result-QRSIK 2,1,,0.30987998843193054,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.24,372-Diagnostic Tests-Scoring test result-0.24,1,,0.35721269249916077,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PRIM MED,372-Diagnostic Tests-Scoring test result-PRIM MED,2,,0.3521849513053894,APPROVED,0,
372-Diagnostic Tests-Scoring test result-43582,372-Diagnostic Tests-Scoring test result-43582,11,,0.321381151676178,APPROVED,0,
372-Diagnostic Tests-Scoring test result-10 WEEK POST,372-Diagnostic Tests-Scoring test result-10 WEEK POST,1,,0.3193354904651642,APPROVED,0,
372-Diagnostic Tests-Scoring test result-OF 30,372-Diagnostic Tests-Scoring test result-OF 30,2,,0.36501622200012207,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QUEWSTIONNAIR,372-Diagnostic Tests-Scoring test result-QUEWSTIONNAIR,1,,0.2944861352443695,APPROVED,0,
372-Diagnostic Tests-Scoring test result-/26,372-Diagnostic Tests-Scoring test result-/26,11,,0.3283970355987549,APPROVED,0,
372-Diagnostic Tests-Scoring test result-BDI,372-Diagnostic Tests-Scoring test result-BDI,2,,0.3484216630458832,APPROVED,0,
372-Diagnostic Tests-Scoring test result-TC/HDL,372-Diagnostic Tests-Scoring test result-TC/HDL,1,,0.29840779304504395,APPROVED,0,
372-Diagnostic Tests-Scoring test result-XL,372-Diagnostic Tests-Scoring test result-XL,11,,0.354559063911438,APPROVED,0,
372-Diagnostic Tests-Scoring test result-INTERVENTION,372-Diagnostic Tests-Scoring test result-INTERVENTION,1,,0.35601839423179626,APPROVED,0,
372-Diagnostic Tests-Scoring test result-EDPS,372-Diagnostic Tests-Scoring test result-EDPS,2,,0.34281882643699646,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QRISK3,372-Diagnostic Tests-Scoring test result-QRISK3,11,,0.326902836561203,APPROVED,0,
372-Diagnostic Tests-Scoring test result-TARGET INR2.5,372-Diagnostic Tests-Scoring test result-TARGET INR2.5,1,,0.29822468757629395,APPROVED,0,
372-Diagnostic Tests-Scoring test result-GOOGLED QUESN,372-Diagnostic Tests-Scoring test result-GOOGLED QUESN,1,,0.3145737946033478,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.109,372-Diagnostic Tests-Scoring test result-0.109,2,,0.3458040952682495,APPROVED,0,
372-Diagnostic Tests-Scoring test result-7.5,372-Diagnostic Tests-Scoring test result-7.5,11,,0.35704898834228516,APPROVED,0,
372-Diagnostic Tests-Scoring test result-JBS CORONARY,372-Diagnostic Tests-Scoring test result-JBS CORONARY,1,,0.3098006844520569,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PK YRS,372-Diagnostic Tests-Scoring test result-PK YRS,1,,0.31018710136413574,APPROVED,0,
372-Diagnostic Tests-Scoring test result-662K,372-Diagnostic Tests-Scoring test result-662K,2,,0.3178900480270386,APPROVED,0,
372-Diagnostic Tests-Scoring test result-16/21,372-Diagnostic Tests-Scoring test result-16/21,11,,0.3246566951274872,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.033,372-Diagnostic Tests-Scoring test result-0.033,1,,0.35451290011405945,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PHHQ9,372-Diagnostic Tests-Scoring test result-PHHQ9,2,,0.30258074402809143,APPROVED,0,
372-Diagnostic Tests-Scoring test result-1.5,372-Diagnostic Tests-Scoring test result-1.5,11,,0.3673563003540039,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PHQ AND GAD,372-Diagnostic Tests-Scoring test result-PHQ AND GAD,1,,0.31005945801734924,APPROVED,0,
372-Diagnostic Tests-Scoring test result-HIGH IMPACT,372-Diagnostic Tests-Scoring test result-HIGH IMPACT,1,,0.3342093825340271,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.065,372-Diagnostic Tests-Scoring test result-0.065,11,,0.3484044075012207,APPROVED,0,
372-Diagnostic Tests-Scoring test result-SLEF,372-Diagnostic Tests-Scoring test result-SLEF,1,,0.370945543050766,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PHQ9 QUESTION,372-Diagnostic Tests-Scoring test result-PHQ9 QUESTION,2,,0.30366525053977966,APPROVED,0,
372-Diagnostic Tests-Scoring test result-A27 D10,372-Diagnostic Tests-Scoring test result-A27 D10,1,,0.3097120523452759,APPROVED,0,
372-Diagnostic Tests-Scoring test result-5MLS,372-Diagnostic Tests-Scoring test result-5MLS,1,,0.3446732759475708,APPROVED,0,
372-Diagnostic Tests-Scoring test result-SELF COMPLETE,372-Diagnostic Tests-Scoring test result-SELF COMPLETE,11,,0.3683449327945709,APPROVED,0,
372-Diagnostic Tests-Scoring test result-JBS CALCULATO,372-Diagnostic Tests-Scoring test result-JBS CALCULATO,2,,0.30218738317489624,APPROVED,0,
372-Diagnostic Tests-Scoring test result-AGE FEMALE,372-Diagnostic Tests-Scoring test result-AGE FEMALE,1,,0.34575334191322327,APPROVED,0,
372-Diagnostic Tests-Scoring test result-DAY SCORE,372-Diagnostic Tests-Scoring test result-DAY SCORE,1,,0.3524332642555237,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PH-Q,372-Diagnostic Tests-Scoring test result-PH-Q,11,,0.341909795999527,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QUESTIONAIE,372-Diagnostic Tests-Scoring test result-QUESTIONAIE,2,,0.3256117105484009,APPROVED,0,
372-Diagnostic Tests-Scoring test result-OK,372-Diagnostic Tests-Scoring test result-OK,1,,0.3583851754665375,APPROVED,0,
372-Diagnostic Tests-Scoring test result-15/25,372-Diagnostic Tests-Scoring test result-15/25,1,,0.33774539828300476,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.039,372-Diagnostic Tests-Scoring test result-0.039,11,,0.34797754883766174,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CVD JBS SCORE,372-Diagnostic Tests-Scoring test result-CVD JBS SCORE,2,,0.28051283955574036,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CHA2DASC,372-Diagnostic Tests-Scoring test result-CHA2DASC,1,,0.31242063641548157,APPROVED,0,
372-Diagnostic Tests-Scoring test result-213231010,372-Diagnostic Tests-Scoring test result-213231010,1,,0.3152303099632263,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.031,372-Diagnostic Tests-Scoring test result-0.031,11,,0.3490969240665436,APPROVED,0,
372-Diagnostic Tests-Scoring test result-10/20*5 20/20,372-Diagnostic Tests-Scoring test result-10/20*5 20/20,1,,0.27456194162368774,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0,372-Diagnostic Tests-Scoring test result-0,11,,0.3818773925304413,APPROVED,0,
372-Diagnostic Tests-Scoring test result-ASSIGN CALCUL,372-Diagnostic Tests-Scoring test result-ASSIGN CALCUL,2,,0.33689001202583313,APPROVED,0,
372-Diagnostic Tests-Scoring test result-DIRECT ASKING,372-Diagnostic Tests-Scoring test result-DIRECT ASKING,1,,0.3510824739933014,APPROVED,0,
372-Diagnostic Tests-Scoring test result-3+6+6,372-Diagnostic Tests-Scoring test result-3+6+6,1,,0.2923204302787781,APPROVED,0,
372-Diagnostic Tests-Scoring test result-66,372-Diagnostic Tests-Scoring test result-66,11,,0.35777416825294495,APPROVED,0,
372-Diagnostic Tests-Scoring test result-43474,372-Diagnostic Tests-Scoring test result-43474,2,,0.32182541489601135,APPROVED,0,
372-Diagnostic Tests-Scoring test result-OSTOPOROTIC,372-Diagnostic Tests-Scoring test result-OSTOPOROTIC,1,,0.3435411751270294,APPROVED,0,
372-Diagnostic Tests-Scoring test result-1=2 2=2 2=2,372-Diagnostic Tests-Scoring test result-1=2 2=2 2=2,1,,0.27194687724113464,APPROVED,0,
372-Diagnostic Tests-Scoring test result-`,372-Diagnostic Tests-Scoring test result-`,11,,0.3451765477657318,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QRISK TOOL,372-Diagnostic Tests-Scoring test result-QRISK TOOL,2,,0.3141035735607147,APPROVED,0,
372-Diagnostic Tests-Scoring test result-27ML/S,372-Diagnostic Tests-Scoring test result-27ML/S,1,,0.3279615044593811,APPROVED,0,
372-Diagnostic Tests-Scoring test result-A19 D6,372-Diagnostic Tests-Scoring test result-A19 D6,1,,0.38824546337127686,APPROVED,0,
372-Diagnostic Tests-Scoring test result-OUT OF 12,372-Diagnostic Tests-Scoring test result-OUT OF 12,11,,0.34714677929878235,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0/3,372-Diagnostic Tests-Scoring test result-0/3,1,,0.3418167531490326,APPROVED,0,
372-Diagnostic Tests-Scoring test result-EMIMS CALCULA,372-Diagnostic Tests-Scoring test result-EMIMS CALCULA,2,,0.3179679811000824,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PQQ,372-Diagnostic Tests-Scoring test result-PQQ,1,,0.31598302721977234,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PACK YRS,372-Diagnostic Tests-Scoring test result-PACK YRS,11,,0.3309789001941681,APPROVED,0,
372-Diagnostic Tests-Scoring test result-MOCA-B,372-Diagnostic Tests-Scoring test result-MOCA-B,1,,0.3454178273677826,APPROVED,0,
372-Diagnostic Tests-Scoring test result-GPSOC,372-Diagnostic Tests-Scoring test result-GPSOC,2,,0.33129703998565674,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QUESITIONS,372-Diagnostic Tests-Scoring test result-QUESITIONS,1,,0.33832818269729614,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.047,372-Diagnostic Tests-Scoring test result-0.047,11,,0.34644851088523865,APPROVED,0,
372-Diagnostic Tests-Scoring test result-DAS-28 CRP,372-Diagnostic Tests-Scoring test result-DAS-28 CRP,1,,0.3187137842178345,APPROVED,0,
372-Diagnostic Tests-Scoring test result-ALCOH,372-Diagnostic Tests-Scoring test result-ALCOH,2,,0.368644118309021,APPROVED,0,
372-Diagnostic Tests-Scoring test result-NZ TABLE,372-Diagnostic Tests-Scoring test result-NZ TABLE,1,,0.33571550250053406,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.046,372-Diagnostic Tests-Scoring test result-0.046,11,,0.3477858901023865,APPROVED,0,
"372-Diagnostic Tests-Scoring test result-0,1,2,3","372-Diagnostic Tests-Scoring test result-0,1,2,3",2,,0.29076123237609863,APPROVED,0,
372-Diagnostic Tests-Scoring test result-AUDIT SCORE C,372-Diagnostic Tests-Scoring test result-AUDIT SCORE C,1,,0.33574914932250977,APPROVED,0,
372-Diagnostic Tests-Scoring test result-BLF/ICT,372-Diagnostic Tests-Scoring test result-BLF/ICT,1,,0.29783934354782104,APPROVED,0,
372-Diagnostic Tests-Scoring test result-18/21,372-Diagnostic Tests-Scoring test result-18/21,11,,0.3274920880794525,APPROVED,0,
372-Diagnostic Tests-Scoring test result-43762,372-Diagnostic Tests-Scoring test result-43762,2,,0.3262592852115631,APPROVED,0,
372-Diagnostic Tests-Scoring test result-T SCORE,372-Diagnostic Tests-Scoring test result-T SCORE,1,,0.3574451804161072,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.235,372-Diagnostic Tests-Scoring test result-0.235,1,,0.3443698287010193,APPROVED,0,
372-Diagnostic Tests-Scoring test result-SOCIAL,372-Diagnostic Tests-Scoring test result-SOCIAL,11,,0.3558344542980194,APPROVED,0,
372-Diagnostic Tests-Scoring test result-NIJMEGAN,372-Diagnostic Tests-Scoring test result-NIJMEGAN,2,,0.41374996304512024,APPROVED,0,
372-Diagnostic Tests-Scoring test result-JVB WEB TOOL,372-Diagnostic Tests-Scoring test result-JVB WEB TOOL,1,,0.2764889597892761,APPROVED,0,
372-Diagnostic Tests-Scoring test result-SELF-SCORING,372-Diagnostic Tests-Scoring test result-SELF-SCORING,1,,0.355694979429245,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QUESTIONIRE,372-Diagnostic Tests-Scoring test result-QUESTIONIRE,11,,0.33804163336753845,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PAT Q,372-Diagnostic Tests-Scoring test result-PAT Q,1,,0.364319771528244,APPROVED,0,
372-Diagnostic Tests-Scoring test result-JBS CVD TOOL,372-Diagnostic Tests-Scoring test result-JBS CVD TOOL,2,,0.2995935380458832,APPROVED,0,
"372-Diagnostic Tests-Scoring test result-4,2.9","372-Diagnostic Tests-Scoring test result-4,2.9",1,,0.31962907314300537,APPROVED,0,
372-Diagnostic Tests-Scoring test result-43517,372-Diagnostic Tests-Scoring test result-43517,11,,0.32749423384666443,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0-7,372-Diagnostic Tests-Scoring test result-0-7,2,,0.341978520154953,APPROVED,0,
372-Diagnostic Tests-Scoring test result-HADQUESTIONS,372-Diagnostic Tests-Scoring test result-HADQUESTIONS,1,,0.30834701657295227,APPROVED,0,
372-Diagnostic Tests-Scoring test result-4/28 6CIT,372-Diagnostic Tests-Scoring test result-4/28 6CIT,1,,0.28883257508277893,APPROVED,0,
372-Diagnostic Tests-Scoring test result-NHSCT,372-Diagnostic Tests-Scoring test result-NHSCT,11,,0.3259507715702057,APPROVED,0,
372-Diagnostic Tests-Scoring test result-PGQ-9,372-Diagnostic Tests-Scoring test result-PGQ-9,2,,0.28949254751205444,APPROVED,0,
372-Diagnostic Tests-Scoring test result-2.33 LAB,372-Diagnostic Tests-Scoring test result-2.33 LAB,1,,0.3373635411262512,APPROVED,0,
372-Diagnostic Tests-Scoring test result-HIGH SCORE,372-Diagnostic Tests-Scoring test result-HIGH SCORE,1,,0.3467964231967926,APPROVED,0,
372-Diagnostic Tests-Scoring test result-0.038,372-Diagnostic Tests-Scoring test result-0.038,10,,0.3512551188468933,APPROVED,0,
372-Diagnostic Tests-Scoring test result-5YR RISK,372-Diagnostic Tests-Scoring test result-5YR RISK,2,,0.2987867295742035,APPROVED,0,
372-Diagnostic Tests-Scoring test result-3!,372-Diagnostic Tests-Scoring test result-3!,1,,0.32726624608039856,APPROVED,0,
372-Diagnostic Tests-Scoring test result-MMRC 3,372-Diagnostic Tests-Scoring test result-MMRC 3,1,,0.32904136180877686,APPROVED,0,
372-Diagnostic Tests-Scoring test result-6 CIT,372-Diagnostic Tests-Scoring test result-6 CIT,10,,0.3528401255607605,APPROVED,0,
372-Diagnostic Tests-Scoring test result-LOW IMPACT,372-Diagnostic Tests-Scoring test result-LOW IMPACT,2,,0.33773520588874817,APPROVED,0,
372-Diagnostic Tests-Scoring test result-QUESTIONNING,372-Diagnostic Tests-Scoring test result-QUESTIONNING,1,,0.33448708057403564,APPROVED,0,
372-Diagnostic Tests-Scoring test result-9.5,372-Diagnostic Tests-Scoring test result-9.5,10,,0.3455609977245331,APPROVED,0,
372-Diagnostic Tests-Scoring test result-AS DOCUMENTED,372-Diagnostic Tests-Scoring test result-AS DOCUMENTED,1,,0.339181512594223,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CYRER,372-Diagnostic Tests-Scoring test result-CYRER,2,,0.3570166826248169,APPROVED,0,
372-Diagnostic Tests-Scoring test result-ATTACHED,372-Diagnostic Tests-Scoring test result-ATTACHED,1,,0.347217857837677,APPROVED,0,
372-Diagnostic Tests-Scoring test result-7 WEEK POST N,372-Diagnostic Tests-Scoring test result-7 WEEK POST N,10,,0.30380573868751526,APPROVED,0,
372-Diagnostic Tests-Scoring test result-117,372-Diagnostic Tests-Scoring test result-117,1,,0.36005082726478577,APPROVED,0,
372-Diagnostic Tests-Scoring test result-43528,372-Diagnostic Tests-Scoring test result-43528,1,,0.32614216208457947,APPROVED,0,
372-Diagnostic Tests-Scoring test result-NONE RECORDED,372-Diagnostic Tests-Scoring test result-NONE RECORDED,2,,0.3422223627567291,APPROVED,0,
372-Diagnostic Tests-Scoring test result-CHAD,372-Diagnostic Tests-Scoring test result-CHAD,10,,0.37856346368789673,APPROVED,0,
